Date,STOCH_K,STOCH_D,EMA_20,MACD_12_26,RSI_28,BBANDS_lower_20_2,BBANDS_middle_20_2,BBANDS_upper_20_2,Volume,Close,IndoBERT Sentiment Score
2020-02-11,71.9298245614035,71.05263157894738,6724.189227253858,16.644735836462132,53.21428571428572,6520.916421298136,6759.25,6997.583578701864,77526500,6780.0,-0.2
2020-02-12,75.43859649122807,73.39181286549707,6731.409300848729,21.080151110636507,50.0,6521.001418720188,6757.5,6993.998581279812,69971500,6800.0,0.4266666666666666
2020-02-13,73.68421052631578,73.68421052631578,6736.989367434565,23.51724112760257,52.19123505976096,6521.444777269205,6754.5,6987.555222730795,49737000,6790.0,0.0
2020-02-14,65.26315789473685,71.46198830409357,6731.561808631273,16.383710615225027,47.794117647058826,6516.6577979597405,6744.75,6972.84220204026,147028500,6680.0,0.6
2020-02-17,73.68421052631578,70.87719298245614,6730.460683999723,13.798936446095468,51.492537313432834,6514.721038366113,6739.0,6963.278961633887,115319000,6720.0,-0.2
2020-02-18,68.42105263157895,69.12280701754385,6727.08347599975,9.622273647532891,48.27586206896552,6511.402946470578,6732.25,6953.097053529422,98436500,6695.0,0.0
2020-02-19,72.22222222222221,71.44249512670565,6724.027906856916,6.240303948971814,48.83720930232558,6509.593407714629,6725.0,6940.406592285371,74594000,6695.0,0.58
2020-02-20,50.0,63.547758284600384,6711.7395347753045,-4.457709962423905,44.52554744525547,6497.014416228432,6712.75,6928.485583771568,136724500,6595.0,0.0
2020-02-21,31.666666666666664,51.2962962962963,6702.526245749085,-11.193103084317045,39.92094861660079,6488.146316617206,6703.0,6917.853683382794,98261000,6615.0,0.0
2020-02-24,4.838709677419355,28.835125448028677,6685.618984249172,-23.522050936689997,38.25757575757576,6468.534250801721,6687.25,6905.965749198279,84910000,6525.0,0.2
2020-02-25,6.451612903225806,14.318996415770608,6670.798128606393,-32.51456505536862,37.786259541984734,6450.401484492899,6674.25,6898.098515507101,86446500,6530.0,-0.25
2020-02-26,0.0,3.7634408602150535,6646.912592548641,-47.96437452093869,33.691756272401435,6411.597398583927,6656.0,6900.402601416073,92824500,6420.0,0.0
2020-02-27,14.516129032258066,6.989247311827957,6612.920917067819,-69.89269390825484,31.64983164983165,6343.126374983437,6633.5,6923.873625016563,129254500,6290.0,0.1428571428571428
2020-02-28,32.48407643312102,15.66673515512636,6582.166544013741,-86.27650318426367,31.75675675675676,6301.7937894682045,6624.0,6946.206210531796,169946500,6290.0,-0.2833333333333333
2020-03-02,5.7324840764331215,17.57756318060407,6534.341158869575,-114.88174973174318,27.38095238095238,6208.976866642447,6606.0,7003.023133357553,144871500,6080.0,0.3333333333333333
2020-03-03,36.30573248407643,24.840764331210192,6513.927715167711,-116.83877480761112,36.458333333333336,6174.849263644301,6592.0,7009.150736355699,114663500,6320.0,-0.5
2020-03-04,53.289473684210535,31.77589674824003,6506.886980389833,-107.46791098035646,40.79601990049751,6160.385854320052,6577.5,6994.614145679948,83025000,6440.0,0.0
2020-03-05,55.172413793103445,48.25587332046347,6500.040601305088,-99.30022096207632,39.79848866498741,6147.857927834422,6562.25,6976.642072165578,77583000,6435.0,-0.5
2020-03-06,22.75862068965517,43.74016938898972,6471.465305942699,-110.51584592254405,36.405529953917046,6100.875541762521,6534.25,6967.624458237479,77835500,6200.0,1.0
2020-03-09,0.0,25.977011494252874,6406.08765775768,-151.14898974145672,30.62015503875969,5952.992554231747,6484.25,7015.507445768253,140889500,5785.0,1.0
2020-03-10,15.384615384615383,12.714412024756854,6360.2697855902825,-170.0934871523832,34.76635514018692,5874.076460054565,6441.5,7008.923539945435,133667000,5925.0,0.6666666666666666
2020-03-11,7.428571428571429,7.604395604395605,6311.672663153113,-188.9805607688941,37.34939759036145,5794.775940332659,6394.0,6993.224059667341,93204500,5850.0,-1.0
2020-03-12,8.771929824561402,10.528372212582738,6240.084790471864,-224.7584040779111,33.941605839416056,5656.805425584358,6332.5,7008.194574415642,129845500,5560.0,-0.6
2020-03-13,9.090909090909092,8.43047011468064,6175.314810426924,-250.22812856129715,29.844961240310084,5539.228358280199,6276.5,7013.771641719801,0,5560.0,0.0
2020-03-16,9.25925925925926,9.040699391576585,6116.713399910073,-267.33143830114204,26.12244897959184,5446.441234851838,6218.5,6990.558765148162,0,5560.0,-1.0
2020-03-17,0.0,6.116722783389451,6021.788314204352,-312.7846702819197,21.875,5258.72502873074,6139.75,7020.77497126926,212200000,5120.0,0.5
2020-03-18,13.239436619718308,7.499565292992522,5924.475141422985,-354.4043287251843,20.469798657718115,5077.995986648333,6055.0,7032.004013351667,180053500,5000.0,-0.6666666666666666
2020-03-19,0.0,4.413145539906103,5803.096556525558,-410.8937553832966,17.70045385779123,4831.290829342716,5957.75,7084.209170657284,264419000,4650.0,-1.0
2020-03-20,18.510158013544014,10.583198211087442,5701.373074951695,-443.688676492834,19.793205317577545,4657.298591944125,5863.75,7070.201408055875,335132000,4735.0,0.5
2020-03-23,4.740406320541761,7.750188111361926,5580.289924956295,-488.6569061200453,17.711171662125352,4436.110021681,5759.0,7081.889978319,217843500,4430.0,0.0
2020-03-24,7.900677200902935,10.383747178329571,5477.405170198553,-512.7356398038146,19.302949061662204,4273.586783980409,5657.5,7041.413216019591,253971000,4500.0,-0.5
2020-03-26,47.160493827160494,19.93385911620173,5458.604677798691,-463.5353811252435,34.09090909090909,4255.45881495261,5600.5,6945.54118504739,331633000,5280.0,-0.25
2020-03-27,69.09620991253644,41.385793646866624,5463.499470389292,-401.3581370765014,36.81917211328976,4255.984977610669,5561.5,6867.015022389331,269683000,5510.0,-0.5
2020-03-30,69.43620178041543,61.89763517337079,5466.499520828406,-349.2664713736249,36.89956331877729,4262.020392421242,5521.75,6781.479607578758,159964500,5495.0,0.0
2020-03-31,72.50755287009063,70.34665485434749,5472.070995035225,-302.0805056933241,37.310195227765725,4261.9003799675065,5494.0,6726.0996200324935,182638500,5525.0,0.6666666666666666
2020-04-01,73.56687898089172,71.83687787713258,5472.826138365204,-265.2586749672382,37.76070252469813,4282.792441099751,5452.0,6621.207558900249,152831500,5480.0,-0.3333333333333333
2020-04-02,69.10828025477707,71.72757070191979,5466.842696616138,-238.97081699133375,36.91639522258415,4327.771555430043,5400.5,6473.228444569957,136623500,5410.0,-1.0
2020-04-03,74.52229299363057,72.39915074309978,5469.524344557458,-208.87097593338785,38.80434782608695,4395.365298998537,5353.5,6311.634701001463,110506000,5495.0,0.25
2020-04-06,89.80891719745223,77.81316348195328,5494.8077403138905,-163.7628842106842,41.778697001034125,4438.324377658383,5330.25,6222.175622341617,78184000,5735.0,0.5
2020-04-07,74.92957746478874,79.75359588529051,5510.064145998282,-132.93730939419947,42.039542143600414,4443.966085142431,5323.75,6203.5339148575695,149153500,5655.0,-0.25
2020-04-08,73.80281690140845,79.51377052121647,5521.962798760351,-108.86670451639202,43.024494142705,4462.241176333784,5309.25,6156.258823666216,106111500,5635.0,-0.3333333333333333
2020-04-09,71.54929577464789,73.42723004694835,5528.918722687937,-91.95820548658504,42.661034846884895,4476.51861381845,5296.5,6116.48138618155,89997000,5595.0,-0.3333333333333333
2020-04-13,64.60176991150442,69.98462752918692,5526.164558622419,-85.24119678247371,43.72294372294372,4477.146748289104,5293.5,6109.853251710896,58043000,5500.0,0.4285714285714285
2020-04-14,64.54545454545455,66.89884007720228,5525.101267325045,-77.81059227888272,40.84186575654152,4477.746368849687,5291.25,6104.753631150313,95796000,5515.0,0.0
2020-04-15,57.58620689655173,62.2444771178369,5521.282099008375,-73.49532559055478,38.90824622531939,4478.533798116708,5287.5,6096.466201883292,95342000,5485.0,0.0
2020-04-16,8.994708994708994,43.70879014557176,5494.493327674244,-88.8210246171866,36.85368536853685,4487.991987690536,5293.5,6099.008012309464,176990500,5240.0,-0.0666666666666666
2020-04-17,28.57142857142857,31.71744815422976,5487.8749155147925,-85.05829850281316,41.3793103448276,4519.48456930207,5314.75,6110.01543069793,160935500,5425.0,0.0
2020-04-20,18.5792349726776,18.71512417960505,5475.220161656241,-86.72501395733161,44.81927710843373,4618.886933648782,5350.0,6081.113066351218,90744000,5355.0,-1.0
2020-04-21,0.0,15.716887848035384,5445.199193879456,-102.5980814620698,40.90368608799049,4692.575789343272,5371.25,6049.924210656728,73431000,5160.0,-0.6
2020-04-22,9.47867298578199,9.35263598615319,5416.608794462365,-115.06161775253896,41.49577804583837,4878.343311082846,5407.0,5935.656688917154,107263500,5145.0,0.6
2020-04-23,7.109004739336493,5.529225908372823,5388.3603378469015,-125.50955509974392,44.329896907216494,5092.192021643887,5438.0,5783.807978356113,105419500,5120.0,0.3333333333333333
2020-04-24,0.0,5.529225908372823,5343.754591385292,-148.21936863274186,42.15686274509803,5008.353754324234,5420.0,5831.646245675766,131149500,4920.0,0.4285714285714285
2020-04-27,8.433734939759036,5.180913226365171,5307.206535062883,-161.13196477816564,42.71844660194174,4935.213955695349,5392.5,5849.786044304651,151103500,4960.0,1.0
2020-04-28,2.808988764044944,3.747574567934656,5261.7582936283225,-179.78277982340387,46.194225721784775,4840.737197539158,5359.25,5877.762802460842,180488000,4830.0,-1.0
2020-04-29,5.58659217877095,5.609771960858306,5222.543218044672,-190.7509935503176,47.97843665768194,4766.149813105463,5325.5,5884.850186894537,121161000,4850.0,0.5
2020-04-30,44.57831325301205,17.657964731942645,5217.539102040418,-171.6434573699762,57.06521739130434,4751.4963600929,5310.0,5868.5036399071005,174081000,5170.0,0.0
2020-05-04,50.60240963855421,33.58910502344573,5217.773473274663,-150.7285107059488,56.65294924554183,4742.695091640921,5300.5,5858.304908359079,114497500,5220.0,0.125
2020-05-05,58.43373493975904,51.20481927710844,5224.175999629457,-127.43926747110254,62.55506607929516,4739.756034969361,5290.0,5840.243965030639,118643500,5285.0,-0.3333333333333333
2020-05-06,77.08333333333334,62.03982597054886,5236.635428236175,-102.15636445267592,62.55506607929516,4760.658525051473,5271.0,5781.341474948527,86395500,5355.0,-0.6
2020-05-08,63.57142857142857,66.36283228150698,5237.432054118444,-89.9585758832236,49.3601462522852,4773.2391753591655,5250.5,5727.7608246408345,123028000,5245.0,-1.0
2020-05-11,70.71428571428572,70.45634920634922,5242.914715630974,-75.38813098256196,45.79256360078278,4790.94640526764,5233.5,5676.05359473236,40615500,5295.0,0.6666666666666666
2020-05-12,70.0,68.09523809523809,5240.7323617613565,-69.0963222315304,44.74187380497132,4806.216357759716,5214.75,5623.283642240284,118660000,5220.0,-1.0
2020-05-13,51.66666666666667,64.12698412698414,5228.281660641228,-72.15434874019047,42.30055658627087,4807.334178963356,5195.25,5583.165821036644,94973000,5110.0,-0.3333333333333333
2020-05-14,20.0,47.22222222222223,5198.921502484921,-88.8846618311336,40.140845070422536,4789.76353020122,5165.5,5541.2364697987805,131268000,4920.0,0.75
2020-05-15,14.583333333333334,28.75,5159.500407010166,-111.7487571379288,39.24268502581756,4749.698905353177,5130.5,5511.301094646823,205790000,4785.0,-0.25
2020-05-18,11.805555555555555,15.462962962962962,5121.928939675864,-129.98417360749227,37.147887323943664,4696.58604048598,5106.75,5516.9139595140205,139997500,4765.0,-0.5
2020-05-19,0.0,8.796296296296296,5079.840469230543,-149.570506469885,30.353817504655492,4645.932444958045,5069.5,5493.067555041955,128504500,4680.0,-0.6666666666666666
2020-05-20,11.805555555555555,7.87037037037037,5049.855662637158,-156.4307899778005,33.457249070631974,4617.974807436922,5040.0,5462.025192563078,119158000,4765.0,-0.5
2020-05-26,40.27777777777778,17.36111111111111,5042.250361433619,-143.66969255548065,38.43478260869565,4611.304027741316,5030.5,5449.695972258684,176076500,4970.0,-0.25
2020-05-27,39.58333333333333,30.555555555555557,5034.893184154227,-132.4332806997536,38.90845070422535,4604.9338366825,5021.5,5438.0661633175,151753500,4965.0,-0.5
2020-05-28,85.41666666666666,55.09259259259259,5059.665261853825,-95.79582661678069,46.66666666666666,4597.918803857617,5030.25,5462.581196142383,229233000,5295.0,0.6
2020-05-29,70.83333333333334,65.27777777777777,5072.078094058223,-74.37564661881879,44.865718799368096,4609.058639437845,5043.75,5478.441360562155,399414000,5190.0,-0.5
2020-06-02,82.92682926829268,79.72560975609755,5099.49922795744,-43.18461503501567,48.1089258698941,4608.940901817607,5063.75,5518.559098182393,181369500,5360.0,0.25
2020-06-03,100.0,84.58672086720867,5164.308825294827,15.249208741867731,57.75862068965517,4569.16945636328,5111.25,5653.33054363672,279673500,5780.0,1.0
2020-06-04,84.7328244274809,89.21988456525786,5223.898460981034,61.65463524806455,55.521936459909234,4552.303372160979,5158.25,5764.196627839021,236158500,5790.0,1.0
2020-06-05,79.77099236641222,88.16793893129768,5271.622417078079,92.12436102644642,55.60606060606061,4529.096578435486,5186.0,5842.903421564514,88157500,5725.0,0.0
2020-06-08,93.12977099236642,85.87786259541984,5331.467901165881,128.90691699496256,61.28048780487806,4489.427045323145,5220.0,5950.572954676855,173557500,5900.0,0.5
2020-06-09,85.55133079847909,86.15069805241923,5376.56619629294,148.677786577191,59.82142857142857,4470.082207284407,5246.0,6021.917792715593,100110000,5805.0,-1.0
2020-06-10,85.17110266159695,87.95073481748081,5416.893225217422,162.07458996409787,60.17964071856288,4454.569117253345,5268.25,6081.930882746655,115382500,5800.0,0.0
2020-06-11,76.04562737642586,82.25602027883396,5441.951013291953,161.15100754684136,61.65644171779141,4455.935759131981,5290.0,6124.064240868019,85187500,5680.0,0.0
2020-06-12,75.09578544061303,78.77083849287861,5463.669964407005,157.79320357267352,60.9907120743034,4457.528741114301,5308.75,6159.971258885699,96044000,5670.0,0.5
2020-06-15,59.42622950819673,70.18921410841186,5467.129967796815,139.8029787658743,60.24464831804281,4468.4699091139855,5322.75,6177.030090886015,100844500,5500.0,0.0
2020-06-16,79.3859649122807,71.30265995369682,5495.022351816166,144.8556176919892,62.96296296296296,4485.728201598866,5355.25,6224.771798401134,91518500,5760.0,1.0
2020-06-17,72.36180904522614,70.39133448856785,5516.44879450034,143.9725784723696,58.513931888544896,4536.496466336846,5395.25,6254.003533663154,79800000,5720.0,-0.3333333333333333
2020-06-18,49.06832298136646,66.93869897962442,5522.977480738404,130.87079471372363,55.5052790346908,4622.907869588121,5435.25,6247.592130411879,68032000,5585.0,-0.5
2020-06-19,44.37086092715232,55.266997651248296,5527.932006382365,118.31673855280496,54.44785276073621,4725.730526568595,5475.75,6225.769473431405,110071000,5575.0,-1.0
2020-06-22,23.52941176470588,38.98953189107488,5529.081339107855,104.34057787342044,52.86821705426356,4868.90082721571,5518.75,6168.59917278429,51590500,5540.0,0.1428571428571428
2020-06-23,27.184466019417474,31.694912903758556,5537.740259192821,98.5832944024105,55.86854460093896,5016.377126357345,5561.5,6106.622873642655,69954000,5620.0,0.0
2020-06-24,43.68932038834952,31.467732724157617,5553.6697583173145,99.72977265842928,56.3467492260062,5126.921809502233,5598.25,6069.578190497767,57333000,5705.0,-1.0
2020-06-25,47.57281553398058,39.48220064724919,5569.986924191856,101.0869305780061,57.95275590551181,5268.785357948688,5636.25,6003.714642051312,51415000,5725.0,-0.3333333333333333
2020-06-26,32.03883495145632,41.10032362459547,5577.131026649775,94.61647674772668,58.505564387917325,5323.234055643774,5653.75,5984.265944356226,57467500,5645.0,0.1666666666666666
2020-06-29,50.64935064935064,43.420333711595845,5586.451881254558,90.86194480949872,62.6465661641541,5429.840458787617,5678.0,5926.159541212383,48796500,5675.0,0.5
2020-06-30,65.15151515151516,49.279900250774034,5596.789797325553,88.48033779453817,65.85365853658537,5496.827234627658,5694.75,5892.672765372342,74474000,5695.0,0.5
2020-07-01,100.0,71.93362193362192,5616.143149961215,93.98215181080104,67.51269035532995,5495.821723386917,5695.75,5895.678276613083,63959000,5800.0,0.0
2020-07-02,100.0,88.38383838383838,5640.319992822051,102.8057137687183,70.23809523809524,5488.975113849912,5699.75,5910.524886150088,75585500,5870.0,0.0
2020-07-03,90.9090909090909,96.96969696969695,5662.194279219952,108.54718580106056,69.35201401050787,5483.0075189231775,5707.0,5930.992481076823,52219000,5870.0,-0.2
2020-07-06,100.0,96.96969696969695,5688.1757764371,116.99367031869588,67.77163904235726,5477.96472727822,5708.75,5939.5352727217805,67800000,5935.0,-0.6666666666666666
2020-07-07,98.94736842105264,96.61881977671452,5716.920940585947,126.66548958101885,68.53526220614827,5457.991902960082,5718.0,5978.008097039918,74168000,5990.0,0.2857142857142857
2020-07-08,91.2751677852349,96.74084540209584,5762.928470053953,149.5517811445934,67.1077504725898,5401.228954863829,5738.0,6074.771045136171,106444500,6200.0,0.0
2020-07-09,77.85234899328859,89.35829506652537,5795.030520525005,157.8011345787936,67.23484848484848,5386.927567889201,5759.0,6131.072432110799,93543500,6100.0,-0.5
2020-07-10,91.2751677852349,86.80089485458613,5833.599042379767,170.44320767306726,66.34241245136187,5367.460717030964,5785.5,6203.539282969036,67224000,6200.0,0.25
2020-07-13,86.76470588235294,85.29740755362548,5866.11341929598,176.41129106404424,59.08045977011494,5389.436392907219,5819.25,6249.063607092781,86006000,6175.0,-0.5714285714285714
2020-07-14,90.44117647058825,89.49368337939201,5897.912141267791,181.0710567855904,59.36073059360731,5380.291330771571,5841.25,6302.208669228429,45616500,6200.0,0.3333333333333333
2020-07-15,83.08823529411765,86.76470588235293,5921.920508766097,178.6697785698707,59.770114942528735,5385.769640700063,5862.75,6339.730359299937,61468000,6150.0,1.0
2020-07-16,87.5,87.00980392156862,5946.49950793123,177.14547479892462,56.896551724137936,5414.241096321908,5892.5,6370.758903678092,66520500,6180.0,-0.3333333333333333
2020-07-17,76.03305785123968,82.2070977151191,5963.023364318732,169.14614307184274,57.89473684210526,5455.768659631092,5919.75,6383.731340368908,73348000,6120.0,0.4
2020-07-20,78.8135593220339,80.78220572442451,5979.878282002663,162.5467106010883,58.45771144278607,5512.323615215926,5949.75,6387.176384784074,59794500,6140.0,-0.25
2020-07-21,87.12871287128714,80.6584433481869,6000.842255145267,160.3101556954989,63.333333333333336,5556.738837762989,5978.75,6400.761162237011,84159500,6200.0,0.0
2020-07-22,80.0,81.98075739777367,6017.904897512384,155.1355311319121,63.01020408163265,5592.050951940886,6002.5,6412.949048059114,44725500,6180.0,-0.5
2020-07-23,84.33734939759037,83.8220207562925,6035.247288225491,150.9088534124994,69.33701657458563,5628.640365996204,6026.25,6423.859634003796,84026500,6200.0,0.3333333333333333
2020-07-24,54.7945205479452,73.04395664851185,6041.414213156396,137.90038678432575,60.30303030303031,5693.389331756735,6049.0,6404.6106682432655,58366500,6100.0,0.3333333333333333
2020-07-27,42.10526315789473,60.41237770114344,6046.993811903406,126.13705382169064,61.80124223602484,5760.964320443141,6070.25,6379.535679556859,41972500,6100.0,0.5
2020-07-28,74.0,56.96659456861331,6060.137258388796,122.26393479031958,69.23076923076923,5837.344422012755,6094.75,6352.155577987245,65279000,6185.0,0.0
2020-07-29,54.0,56.7017543859649,6067.267043304149,113.84751463992598,67.5,5894.411611501092,6111.5,6328.588388498908,50262500,6135.0,0.75
2020-07-30,96.0,74.66666666666667,6083.717801084707,114.33211407035742,70.95808383233532,5937.947375632833,6130.0,6322.052624367167,80533500,6240.0,0.6666666666666666
2020-08-03,71.76470588235294,73.92156862745098,6088.125629552831,104.63392713898338,65.0,5994.87487508333,6143.0,6291.12512491667,137079000,6130.0,-0.5
2020-08-04,90.58823529411764,86.11764705882354,6099.732712452562,102.22498949031068,64.89675516224187,6042.812112950682,6156.75,6270.687887049318,79357000,6210.0,0.5
2020-08-05,89.41176470588236,83.92156862745098,6109.75816840946,98.77382763462356,64.28571428571428,6083.051323590193,6167.5,6251.948676409807,49393000,6205.0,-0.25
2020-08-06,92.5531914893617,90.85106382978724,6124.066914275226,99.3317626179496,68.58006042296073,6077.373035167319,6170.5,6263.626964832681,55258500,6260.0,-1.0
2020-08-07,75.53191489361703,85.83229036295369,6129.393874820443,92.25513888559362,64.80938416422288,6087.448895832149,6174.5,6261.551104167851,43621000,6180.0,0.3333333333333333
2020-08-10,62.76595744680851,76.95035460992908,6128.499220075639,80.87311016211788,62.17765042979942,6081.063165483001,6170.5,6259.936834516999,37774500,6120.0,-0.6666666666666666
2020-08-11,74.46808510638297,70.92198581560284,6132.92786578272,75.42139979287367,61.06194690265487,6081.063165483001,6170.5,6259.936834516999,38795500,6175.0,1.0
2020-08-12,92.5531914893617,76.59574468085106,6145.029973803414,77.07124038913116,61.40350877192982,6076.215825920575,6173.5,6270.784174079425,35612000,6260.0,1.0
2020-08-13,100.0,89.00709219858156,6159.789023917374,80.67642899999828,62.285714285714285,6069.286079649849,6181.0,6292.713920350151,48581000,6300.0,-1.0
2020-08-14,100.0,97.5177304964539,6183.142450210958,90.95768584327016,63.12849162011173,6042.215793373995,6192.25,6342.284206626005,57316000,6405.0,0.0
2020-08-18,89.16666666666667,96.3888888888889,6199.986026381343,94.38650318950022,60.3932584269663,6040.759295290785,6204.25,6367.740704709215,81563500,6360.0,0.1111111111111111
2020-08-19,84.16666666666667,91.11111111111111,6212.368309583119,93.6041064870942,54.06249999999999,6044.017237911135,6213.75,6383.4827620888655,58793500,6330.0,0.0
2020-08-24,81.66666666666667,85.0,6222.142756289489,90.72782295686648,57.09570957095709,6044.033703941095,6219.5,6394.966296058905,66882500,6315.0,0.5
2020-08-25,90.0,85.27777777777777,6235.748208071443,91.42899314877468,55.63139931740614,6042.856000776335,6228.75,6414.643999223665,49211000,6365.0,-1.0
2020-08-26,73.84615384615385,81.83760683760684,6245.6769501598765,88.94211517207805,55.63139931740614,6043.964072191772,6235.75,6427.535927808228,42983000,6340.0,0.2
2020-08-27,100.0,87.94871794871796,6279.422002525603,106.72086188353114,61.76470588235294,6019.497238903176,6260.75,6502.0027610968245,68326000,6600.0,0.6666666666666666
2020-08-28,78.78787878787878,84.21134421134421,6299.953240380307,111.05781885821943,59.82905982905983,6030.15497492671,6280.5,6530.84502507329,52292500,6495.0,0.2857142857142857
2020-08-31,34.34343434343434,71.04377104377103,6297.576741296468,95.64024590268218,52.44215938303343,6038.679712141843,6285.0,6531.320287858157,97032000,6275.0,1.0
2020-09-01,83.83838383838383,65.65656565656565,6318.759908792043,102.01519306398222,59.38967136150234,6047.339714614534,6304.25,6561.160285385466,67446000,6520.0,-0.5
2020-09-02,64.8936170212766,61.025145067698254,6329.830393668991,99.0666167024483,56.71981776765376,6052.594889914244,6314.0,6575.405110085756,66065000,6435.0,0.0
2020-09-03,77.27272727272727,75.33490937746257,6346.037022843373,100.81269941973731,56.81818181818182,6073.564933967893,6332.5,6591.435066032107,68208500,6500.0,0.6666666666666666
2020-09-04,47.61904761904761,63.261797304350495,6349.271592096386,91.45920070058035,54.34782608695652,6087.901309034559,6341.0,6594.098690965441,80613500,6380.0,-0.0999999999999999
2020-09-07,21.25,48.71392496392496,6343.150488087206,75.51034329154663,51.78947368421053,6098.508834363499,6345.0,6591.491165636501,64249500,6285.0,0.4
2020-09-08,33.75,34.20634920634921,6342.37425112652,66.14288699339704,55.053763440860216,6105.4422027338105,6348.75,6592.0577972661895,39649000,6335.0,0.5
