Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,Sentiments,Close
2020-01-02,-6.313091691912571,-6.244204524048025,-2.3811149305498533,-0.1121397801831972,-1.663951686386088,1.7635253922373213,-0.491209127229414,-2.2302815678501884,2.2652659543807845,-1.447429612775324,-0.9033502634898392,-0.5662207787813146,2.0914985562411728,-2.4904688615714123,1.7044158457939709,7.11729448203462,-2.7787919300293624,1.1121826707173406,0.4452951834366476,3.5535732173744505,-0.2160341230963806,-0.7507700079211032,3.520067993769363,-4.640046920318772,-4.918621814249556,1.477841216571698,3.578464132718308,3.226645558108836,-0.7055004418263298,-1.7722933514858752,1.2462618210429848,-3.126520786318163,-0.9748344519614592,-0.029159160458132,2.856027106820008,-0.4564333679409794,1.674354716748815,-1.5663801501350754,-3.277425919749365,-1.7961089384990092,-0.0860877032683165,-0.4046985745097328,0.234467260402482,1.0436928582783804,1.1284312637636316,-0.6700180900908957,-2.0,6690.0
2020-01-03,-5.966080324057392,-8.335472926803456,-1.6174328974471528,-1.6326912015967363,-0.8820507828804585,-0.7559860931447253,-0.6876103605497483,-2.036232718486165,0.4383328281962974,-1.093368094056885,-0.4504980924587602,0.6926747386313832,2.0995241020693856,-0.1499976115000391,0.2816945585109626,-0.101197156382133,-2.005556688699218,0.418997588689665,2.2615679354850178,0.5952902124187457,0.9764080658239256,-0.6097879980205693,1.1024077110188768,0.597043633153509,0.1662196154985957,0.5497078271924875,-0.2353240028304264,0.0208751204810577,-0.1881332791878938,-0.4630773502349315,-0.0019091158831735,-0.0463181038803103,0.2101006963229401,1.73654093038931,0.7551712952079488,0.8328126598781272,0.6248524005536882,-1.0598720165233555,0.3887574604529927,0.08131385059703,1.2096841531617737,1.2646980916961734,1.0167896773150522,0.5836054654659548,-0.7392035219280814,0.4263063964771922,2.0,6800.0
2020-01-06,-6.045089663586574,-6.674363485027541,-2.970133149668001,-0.0318615130357668,-0.708033462497303,-0.639094809604015,-0.6259464549361724,-1.7995313651501894,0.3646516818735136,-1.2541361283382302,-0.6489980607824815,1.547737741783617,0.7744736661770084,0.0396476154246736,0.2159170455041059,-0.1605250210713576,-1.553261024420468,-0.1759824707453,-0.1371870397078211,0.4420183503280893,0.5380378427175807,-0.8445535200554772,1.0140807056660095,0.4567128794939268,-0.0932675841274479,0.5022618831157443,-0.0083339945394588,-0.1135544555075848,0.1850020961080367,-0.1835827061335036,-0.2226129993809601,-0.3840544711753731,-0.2420580780975249,1.1026243170487615,0.6062275625436508,0.565819389084292,0.3152565335380186,-0.9530708666866484,-0.6688182616992396,0.4578381401363462,0.2775617850886398,1.0784783563679796,1.3653646022610233,0.9795509453316592,-0.576050495207913,0.6819875075587846,-1.0,6735.0
2020-01-07,-5.916450502726089,-6.370545765500695,-3.665119972083707,-0.0813240228060753,-2.0847794324144706,2.731416142513994,-0.9858786915071966,-1.7841620915586611,0.6495924320506026,-2.092348697294076,-1.8665228555041675,1.539998705023086,0.2515525240045451,-1.001008926845416,1.21793764909466,4.506283807682985,-1.9532287228833705,0.4592032005524492,-0.6432257758498723,0.9757658890923996,0.4466620462345604,-1.2494270956911873,0.8977278366181423,-0.0823972432239866,-0.4970268675932539,0.3382525725888488,0.7715817292909292,-0.6713771901310176,0.2510858766987325,0.0484565413255192,-0.1923107371086785,-0.2344236114476962,-0.1537334879799645,0.205942155176373,0.6640293731106993,0.8853326038358142,0.0721215029914735,-1.4391124049742876,0.14113224781265,0.7015495874301021,0.7973586724549511,1.5096696660306572,1.4325923888509189,0.8837586479897944,3.1178531932319538,-0.8614327760188389,0.8,6740.0
2020-01-08,-6.037435020682545,-4.876337957173138,-4.58431920957361,1.0313011898251612,-0.7538077030056437,-0.0238191969701303,0.5172298880199064,-2.1197306481867875,1.026783950635175,-1.833486565316646,-1.2040617324465075,1.7284730044391283,-0.578385117621424,-0.3855137225691122,0.5013464635853019,2.291482755444767,-1.0487644489595682,0.4164922564393359,-0.525756476140834,0.121742742829604,1.2398997568135914,-1.1689168596644086,-0.1358057366259772,1.013786718427362,0.4284722200262796,0.5591470032081488,-0.1496599484821494,-0.5617721953237821,0.8461401165920946,0.4796360725126062,-0.4496181437985917,-0.1054961673398413,-1.0553504798122393,0.8912402876602312,-0.1793821175391513,0.5871705811112027,0.3137199279878249,-1.6517740519497166,0.7358318487318452,-0.3124671787803947,-1.0499568333301033,1.161466567483063,0.7332388714724583,0.5168269559928026,-4.018714441640972,1.172848245398847,3.0,6680.0
2020-01-09,-5.962637118234656,-5.543404861996184,-3.712475890505949,-0.6658486268064663,-3.034197161160653,5.713711622478129,-1.1791852048799905,-2.908553612703054,-2.325695470487883,-2.153456485775388,0.5768185769973189,2.6325958738598847,0.7724240918212824,0.518200780119019,-0.4266796481813881,-0.560523664014333,-4.001415958532872,3.2704612023520845,3.657391387456056,2.754076674200118,4.796308629300051,-2.046815734109064,8.410590754667961,6.3223974937076095,6.498408600988095,10.730295703949013,-2.9087948666756485,-1.401683966342428,-3.091440699350086,-2.0464618729474795,6.746327128672727,-3.071935150820843,-1.8828933206559813,-10.25285191825941,-4.548266672304266,-1.7796606755868056,-1.9014359173353468,2.193459189850162,-0.9598888810394232,0.3050162357295934,-3.0999541096767502,-1.5547687955449072,-0.8043005423986822,0.9314756587364836,0.175741290207934,0.4865486057254564,1.0,6740.0
2020-01-10,-5.911163485173931,-5.146248041071404,-4.519244234011865,0.840211983324912,0.0743843837505853,-0.2440760824825327,-1.0122623670019744,-1.6392355002699996,0.5108692145118755,-1.8798010301292447,-0.9847927922225984,1.921989508495648,1.6889710105066609,0.3373874807513909,-0.1345615025356471,-0.3513710865619578,-2.3911996856759066,0.8662644176092674,-0.3896089917552328,0.4105447666214805,0.6151568324100025,0.777843567057412,-0.0696363535592424,0.6363155375139328,0.7189643630086069,0.298146414371347,1.127498651907649,-0.4094858903092119,1.4847521504637156,-1.1871780696177292,0.5591306374722033,-1.2137265586900563,-0.0232858204072041,1.6151152436121612,-0.2783226228143252,0.6736535287243436,-0.5965744491753849,-1.4505413669746057,-1.7148145766245035,1.693959596327658,0.2104258824550854,1.918076212642516,-1.2848442199381576,0.7739902536371205,-0.5601466615082871,0.0728093397336717,2.0,6725.0
2020-01-13,-5.876680310295432,-5.232728088048192,-4.354800681152889,-0.7103598320454225,-1.9753646405571024,3.1520295421148705,-0.3465179681453853,-1.1576431339002775,1.4519534478211942,-5.27728757168725,1.7294565297707554,3.7122033192924966,3.380681656356141,-2.094444123041732,1.7244706867422053,4.706211056978756,0.5778201882034345,0.7385218049597102,3.161968335227505,0.388527839866934,1.3217002466778682,0.2866452142571816,-0.3863305570548447,0.054935333736855,-0.1890778118789406,-0.2040989330141205,0.2891179887055164,1.3675659849783643,-0.5721381932549654,0.3232782989726205,0.615192390738578,1.8572302651466464,-1.7099921354158618,0.3155040007503878,0.6132013927292873,-1.3782265065943908,-0.0302671175939193,-3.1099185362074118,0.5857203959427039,0.8562170098478674,0.3882489941166087,1.828506292877588,1.2521850546476296,0.86138442893845,3.498202225694156,-1.3128861081051617,2.0,6745.0
2020-01-14,-5.541409890095067,-7.492731226402633,-2.683111781133249,-4.115683071994232,1.1438025655399644,-0.2967572825739252,0.064879964219677,-1.3761861485654228,0.1247976148639223,-2.7128632161053066,-1.8831680737298608,1.7597952398093206,3.3757260847292314,-1.6369920233900883,-0.0795378624268483,-0.9941046218810144,-3.826963482787331,2.512578003772992,-1.6719037353717852,-0.2331734980810631,2.930191275474768,-0.4839872600032794,0.9092253361130148,-3.567467186840908,1.8977963594940557,-0.3721206233429925,-0.9870406358817124,-2.185151091436244,1.2442685553902313,2.725297856452909,-1.3140539370045985,1.1007272310686385,2.238741725051217,-0.0505691051047432,0.1166297657064541,-0.3806144506659122,0.9841880389946294,-1.6256242529923404,-1.1941323079304849,-0.998227549893351,-1.1619210068612111,-0.5677740521821669,0.5902304836747334,2.028654946087359,-0.7867531332702518,0.5083776633821991,3.0,6870.0
2020-01-15,-5.507901218069132,-6.569167072239725,-3.5946861757009825,-0.803461786389496,1.7452658194891884,0.0355226567601293,-1.661068921301306,-1.9072191109161485,0.4865734027791996,-1.4804219249645412,-1.2504392272807048,1.2063060440970732,2.265116409348387,-0.5850843203881744,0.3395881626569996,-0.0909490765643585,-1.7485508518229498,-0.2425245179283156,-0.6193919760430528,0.4931723341328362,0.115782149966052,-0.3898324240855043,0.2746171944737698,0.8939545608253889,0.137594281614382,0.5387802785130706,0.2049866637842498,-0.1706341909496836,0.041499280568485,-0.3852755712852689,0.0567610060864592,-0.1414804326068136,-0.8658081836294736,0.7658360408210504,0.6754098046587278,0.7225349873909377,0.0497811561659751,-0.3917860495857415,-0.256687228619984,0.0341985530107496,0.7245399020348797,0.968892706459294,1.4203923048331912,1.376978225296604,-0.8108095437767401,0.701024987660314,2.0,6835.0
