Date,ADX_28,AD,EMA_20,KAMA_20,MACD_12_26,RSI_28,Close,Lexicon Sentiment Score
2020-01-02,15.091079993289712,-1232846371.974204,6533.078533840688,6467.646819907767,105.33576447889664,63.99977501690005,6690.0,1.6666666666666667
2020-01-03,16.25075465734304,-1185090871.974204,6558.49962585586,6495.019660425979,113.4682383231684,67.18032808199015,6800.0,6.0
2020-01-06,17.166438586440893,-1171440871.974204,6575.30918529816,6513.1650734602445,113.36156411770388,63.73003093613585,6735.0,-5.5
2020-01-07,18.09564006222534,-1193952121.974204,6590.994024793573,6531.565842113186,112.38497818330598,63.87802244964519,6740.0,-1.85
2020-01-08,18.660296524939763,-1233326621.974204,6599.4707843370425,6541.42009398523,105.5527814747802,60.79123919138165,6680.0,0.75
2020-01-09,19.230930704620164,-1241399321.974204,6612.854519162086,6554.800655576289,103.78336489146476,62.66233528514944,6740.0,1.3333333333333333
2020-01-10,19.95490228835485,-1295623408.9307258,6623.535041146649,6565.311403892511,100.01777224195575,61.896538369875856,6725.0,0.3333333333333333
2020-01-13,20.653017744099024,-1309194408.9307258,6635.103132466015,6579.23484561024,97.52315951379931,62.52971809626804,6745.0,5.0
2020-01-14,21.596375179811883,-1234974202.034174,6657.474262707347,6608.005783624333,104.42882578645458,66.17305725316265,6870.0,-1.75
2020-01-15,22.796512308153776,-1290237528.9572508,6674.381475782838,6630.9875043566,105.85715319908832,64.35605952553826,6835.0,3.75
2020-01-16,23.928667237348467,-1276195713.167777,6691.1070495178055,6652.954052653007,106.96644501013634,64.78580218360936,6850.0,-1.0
2020-01-17,25.02038806192906,-1250696046.5011103,6708.620663849443,6676.266474121078,108.610859448876,65.50463276572607,6875.0,-1.0
2020-01-20,26.197466669523752,-1337798512.0183518,6720.656791101877,6686.087229811077,105.47060455673363,63.35863718609216,6835.0,1.2
2020-01-21,27.306293688244605,-1426928083.4469233,6731.070430044556,6688.089761910587,101.40948628446586,63.09070402943998,6830.0,-2.25
2020-01-22,28.37551974201114,-1505521000.11359,6741.444674802217,6699.243545885185,97.86975560067184,63.41161761699049,6840.0,3.6666666666666665
2020-01-23,29.378638894904928,-1566255769.3443592,6750.830896249625,6706.942308756579,93.98113747974368,63.41161761699049,6840.0,0.1666666666666666
2020-01-24,30.233019434949053,-1635909269.3443592,6756.466048987756,6711.036876851779,87.47032684391888,61.681339443271945,6810.0,5.0
2020-01-27,31.15553133400738,-1659716669.3443592,6764.421663369874,6716.520113658443,83.76561393159045,62.735806676377806,6840.0,0.6666666666666666
2020-01-28,31.72298066167409,-1678075558.233248,6766.857695429886,6718.054862345403,75.91986320048909,59.88740469844706,6790.0,-2.5
2020-01-29,32.27016394192413,-1704368158.233248,6768.585533960373,6719.547623325147,68.5088634744061,59.6067479513669,6785.0,4.0
2020-01-30,32.588863911992206,-1763838158.233248,6765.863102154623,6719.771650694374,58.33205327904852,57.10881972361007,6740.0,-2.333333333333333
2020-01-31,31.86240059443843,-1926974658.233248,6738.638044806564,6701.159180754572,28.953275453294737,45.64703594806636,6480.0,0.4
2020-02-03,30.81895531405292,-1979229425.6751084,6710.196326253557,6682.467853019657,2.4148794308002834,44.23073958942322,6440.0,-0.4
2020-02-04,29.90822214606646,-1911239525.6751084,6699.701438038933,6680.701244303002,-5.641298415093843,50.59005265906828,6600.0,0.5
2020-02-05,29.41940466483556,-1882854333.367416,6702.587015368558,6681.117481029684,-1.5184599933299978,54.92122134540131,6730.0,-1.6666666666666667
2020-02-06,28.94804495079148,-1851915633.367416,6706.150156762029,6681.362569558177,2.5267092544154366,55.234252428461616,6740.0,-2.75
2020-02-07,28.493519512248977,-1813364766.7007492,6711.278713260884,6681.923963289361,7.262648588068259,55.86983955491516,6760.0,0.0
2020-02-10,27.819537396381296,-1746786266.7007494,6718.2997881884185,6682.708434457276,12.884679136223896,56.66737235970957,6785.0,1.0
2020-02-11,27.16962607036604,-1688641391.7007494,6724.1759988371405,6684.160533010992,16.743709575533103,56.45575779591409,6780.0,2.8
2020-02-12,26.581871960492208,-1618669891.7007494,6731.397332281223,6685.043383296837,21.17179656273493,57.11999254110752,6800.0,4.793333333333334
2020-02-13,26.01510906882816,-1606235641.7007494,6736.97853873063,6686.173944824127,23.602100651708497,56.67174111561911,6790.0,-4.5
2020-02-14,25.25808870303255,-1741011766.7007494,6731.552011232475,6685.970894293678,16.462286468976345,52.01532477993281,6680.0,1.6
2020-02-17,24.528104778872493,-1724537623.8436065,6730.451819686525,6686.5766331346185,13.87169374496716,53.45743075245992,6720.0,2.0
2020-02-18,23.791505991165675,-1724537623.8436065,6727.075455906856,6686.750872787713,9.689643106556105,52.436024163097926,6695.0,5.5
2020-02-19,23.20117281843581,-1752019623.8436065,6724.0206505823935,6686.937811038795,6.302684422825223,52.436024163097926,6695.0,-0.08
2020-02-20,22.43149186771436,-1825640508.458991,6711.732969574547,6683.376051985141,-4.399949126226602,48.45345057399297,6595.0,1.2
2020-02-21,21.68929952237581,-1863433200.7666836,6702.520305805542,6681.381856128463,-11.13961986549839,49.25286113047685,6615.0,-2.0
2020-02-24,21.22156858102116,-1920039867.43335,6685.613610014539,6673.30025448657,-23.472528622871323,45.92884883356743,6525.0,-1.2
2020-02-25,20.77054231614345,-1937329167.43335,6670.79326620363,6667.31905528786,-32.468710371548696,46.13827607361027,6530.0,-1.5
2020-02-26,20.5785157228616,-2030153667.43335,6646.908193231856,6652.602824232297,-47.921915896905375,42.39224862548719,6420.0,2.5
2020-02-27,20.8728261145362,-2074805221.9788048,6612.916936733584,6625.90177100935,-69.85337987378716,38.555680623493934,6290.0,0.7142857142857143
2020-02-28,21.4359081052578,-1904858721.9788048,6582.162942758957,6615.793087247635,-86.24010088275372,38.555680623493934,6290.0,-3.2
2020-03-02,21.97888002488221,-1998599104.3317456,6534.337900591438,6584.363042133323,-114.84804354353672,33.31736596063685,6080.0,2.333333333333333
2020-03-03,22.301438285115378,-1929801004.3317456,6513.924767201777,6574.391913377887,-116.80756507499336,42.56564951458502,6320.0,-1.0
2020-03-04,22.160994629375725,-1888288504.3317456,6506.884313182561,6569.022508203556,-107.43901282670411,46.418875542640926,6440.0,0.75
2020-03-05,21.91569194035481,-1892167654.3317456,6500.0381881175545,6563.2553927933495,-99.273463198253,46.28470003406986,6435.0,2.5
2020-03-06,21.93994158988028,-1970003154.3317456,6471.46312258255,6532.848925164171,-110.49107003410154,40.56905036864808,6200.0,5.0
2020-03-09,22.5424426851388,-2110892654.3317456,6406.085682336593,6423.082229061173,-151.12604895068853,33.08644619691448,5785.0,5.5
2020-03-10,23.123425884138083,-2110892654.3317456,6360.267998304536,6372.473925284147,-170.07224554971617,37.14237307651961,5925.0,2.833333333333333
2020-03-11,23.74141020367508,-2145231154.3317456,6311.671046085056,6312.240391586909,-188.96089250850127,35.93236217192198,5850.0,-4.0
2020-03-12,24.663205506158587,-2130803876.553968,6240.083327410289,6204.558809639039,-224.74019263280843,31.78076688155816,5560.0,-5.2
2020-03-13,25.55207954783912,-2130803876.553968,6175.313486704547,6119.03845283842,-250.2112660335306,31.780766881558154,5560.0,-2.25
2020-03-16,26.40920808803105,-2130803876.553968,6116.712202256495,6038.067945559792,-267.3158247830015,31.780766881558154,5560.0,0.5
2020-03-17,27.56996843702989,-2343003876.5539684,6021.787230613019,5871.612005045392,-312.77021326440445,26.583461324669194,5120.0,-1.0
2020-03-18,28.88644852995593,-2385455514.7653503,5924.474161030827,5705.666682136459,-354.39094255023974,25.40826163726856,5000.0,3.0
2020-03-19,30.210774368557228,-2649874514.7653503,5803.095669504082,5486.576932424565,-410.8813607365755,22.41150043183799,4650.0,-5.0
2020-03-20,30.706201922204283,-2725753458.1615767,5701.372272408456,5344.709507803522,-443.6771999339999,24.649742601545075,4735.0,5.5
2020-03-23,31.183935634649657,-2925290781.6909885,5580.289198845746,5159.720637995062,-488.6462796478336,22.260204046792047,4430.0,-1.8
2020-03-24,31.64460742879341,-3132661598.20475,5477.404513241389,5037.457939947698,-512.7258004532832,24.01340266115349,4500.0,-2.75
2020-03-26,31.4143926455792,-2903411940.486629,5458.604083408876,5050.9323627247,-463.526270594838,39.721999393935306,5280.0,1.75
2020-03-27,30.54304361048779,-3018276921.968111,5463.498932608031,5065.607328112873,-401.34970138272456,43.30597608481988,5510.0,0.75
2020-03-30,29.891499599691222,-2906301771.968111,5466.49903426441,5079.607430144364,-349.2586605312654,43.13252822582868,5495.0,2.0
2020-03-31,29.0880729485132,-3024002138.634777,5472.070554810656,5089.526051299884,-302.07327341936707,43.601035678164166,5525.0,3.333333333333333
2020-04-01,28.37032165293044,-3125106054.019393,5472.825740066784,5105.051101188734,-265.2519784066908,43.049333697776994,5480.0,3.6666666666666665
2020-04-02,27.73992306871604,-3137526372.201211,5466.8423362509,5121.484743747673,-238.9646164633496,42.188184565700936,5410.0,1.0
2020-04-03,27.061445252870328,-3073901705.5345445,5469.52401851272,5138.631401175928,-208.8652346961926,43.60867842248853,5495.0,-0.25
