Dates;PX_LAST
31/12/2022;-0.08555
01/01/2023;-0.066155
02/01/2023;-0.062314
03/01/2023;-0.044315
04/01/2023;-0.044787
05/01/2023;-0.050404
06/01/2023;-0.043836
07/01/2023;-0.060228
08/01/2023;-0.060342
09/01/2023;-0.048523
10/01/2023;-0.063098
11/01/2023;-0.079436
12/01/2023;-0.064629
13/01/2023;-0.081791
14/01/2023;-0.094809
15/01/2023;-0.086511
16/01/2023;-0.097779
17/01/2023;-0.102743
18/01/2023;-0.103166
19/01/2023;-0.127101
20/01/2023;-0.144372
21/01/2023;-0.146486
22/01/2023;-0.180369
23/01/2023;-0.187759
24/01/2023;-0.17724
25/01/2023;-0.169377
26/01/2023;-0.171217
27/01/2023;-0.170648
28/01/2023;-0.1485
29/01/2023;-0.14343
30/01/2023;-0.162798
31/01/2023;-0.173153
01/02/2023;-0.148932
02/02/2023;-0.137556
03/02/2023;-0.137468
04/02/2023;-0.129568
05/02/2023;-0.108783
06/02/2023;-0.092243
07/02/2023;-0.083088
08/02/2023;-0.073185
09/02/2023;-0.05657
10/02/2023;-0.044641
11/02/2023;-0.041895
12/02/2023;-0.01328
13/02/2023;0.000621
14/02/2023;0.023177
15/02/2023;0.025491
16/02/2023;0.026573
17/02/2023;0.003976
18/02/2023;0.00909
19/02/2023;0.000853
20/02/2023;-0.01138
21/02/2023;-0.01239
22/02/2023;-0.014707
23/02/2023;-0.026543
24/02/2023;-0.024185
25/02/2023;-0.024933
26/02/2023;-0.033466
27/02/2023;-0.018244
28/02/2023;-0.006089
01/03/2023;-0.020275
02/03/2023;-0.025225
03/03/2023;-0.007177
04/03/2023;-0.018122
05/03/2023;0.003145
06/03/2023;0.016297
07/03/2023;0.029607
08/03/2023;0.02113
09/03/2023;0.024022
10/03/2023;0.014189
11/03/2023;0.00406
12/03/2023;-0.001803
13/03/2023;-0.019736
14/03/2023;-0.051073
15/03/2023;-0.079059
16/03/2023;-0.109856
17/03/2023;-0.131483
18/03/2023;-0.152069
19/03/2023;-0.176584
20/03/2023;-0.207539
21/03/2023;-0.239218
22/03/2023;-0.257778
23/03/2023;-0.265029
24/03/2023;-0.269218
25/03/2023;-0.277001
26/03/2023;-0.276795
27/03/2023;-0.302714
28/03/2023;-0.331685
29/03/2023;-0.339573
30/03/2023;-0.347274
31/03/2023;-0.323469
01/04/2023;-0.296397
02/04/2023;-0.293624
03/04/2023;-0.284389
04/04/2023;-0.267728
05/04/2023;-0.268961
06/04/2023;-0.264046
07/04/2023;-0.25872
08/04/2023;-0.22492
09/04/2023;-0.22886
10/04/2023;-0.222035
11/04/2023;-0.222948
12/04/2023;-0.21765
13/04/2023;-0.207644
14/04/2023;-0.203432
15/04/2023;-0.193341
16/04/2023;-0.1667
17/04/2023;-0.180477
18/04/2023;-0.169206
19/04/2023;-0.16958
20/04/2023;-0.162481
21/04/2023;-0.178399
22/04/2023;-0.189025
23/04/2023;-0.191092
24/04/2023;-0.174911
25/04/2023;-0.186694
26/04/2023;-0.205598
27/04/2023;-0.212072
28/04/2023;-0.224369
29/04/2023;-0.251648
30/04/2023;-0.25759
01/05/2023;-0.249538
02/05/2023;-0.264208
03/05/2023;-0.269369
04/05/2023;-0.272407
05/05/2023;-0.288822
06/05/2023;-0.278776
07/05/2023;-0.279231
08/05/2023;-0.307731
09/05/2023;-0.323336
10/05/2023;-0.345377
11/05/2023;-0.351772
12/05/2023;-0.375334
13/05/2023;-0.376792
14/05/2023;-0.362204
15/05/2023;-0.368755
16/05/2023;-0.35599
17/05/2023;-0.354185
18/05/2023;-0.350984
19/05/2023;-0.340252
20/05/2023;-0.339822
21/05/2023;-0.343445
22/05/2023;-0.363479
23/05/2023;-0.362067
24/05/2023;-0.374808
25/05/2023;-0.380184
26/05/2023;-0.392372
27/05/2023;-0.392277
28/05/2023;-0.394041
29/05/2023;-0.414265
30/05/2023;-0.419052
31/05/2023;-0.430761
01/06/2023;-0.407586
02/06/2023;-0.411951
03/06/2023;-0.408394
04/06/2023;-0.398587
05/06/2023;-0.37814
06/06/2023;-0.38242
07/06/2023;-0.384014
08/06/2023;-0.381349
09/06/2023;-0.388252
10/06/2023;-0.367356
11/06/2023;-0.33829
12/06/2023;-0.313166
13/06/2023;-0.30744
14/06/2023;-0.282693
15/06/2023;-0.273704
16/06/2023;-0.269245
17/06/2023;-0.255887
18/06/2023;-0.222645
19/06/2023;-0.215207
20/06/2023;-0.229427
21/06/2023;-0.254488
22/06/2023;-0.249269
23/06/2023;-0.247705
24/06/2023;-0.242474
25/06/2023;-0.215155
26/06/2023;-0.208387
27/06/2023;-0.188164
28/06/2023;-0.183082
29/06/2023;-0.168385
30/06/2023;-0.143629
01/07/2023;-0.124897
02/07/2023;-0.088731
03/07/2023;-0.084305
04/07/2023;-0.063693
05/07/2023;-0.066927
06/07/2023;-0.077418
07/07/2023;-0.062021
08/07/2023;-0.04201
09/07/2023;-0.048407
10/07/2023;-0.056549
11/07/2023;-0.061128
12/07/2023;-0.046093
13/07/2023;-0.047644
14/07/2023;-0.050134
15/07/2023;-0.059313
16/07/2023;-0.039247
17/07/2023;-0.021575
18/07/2023;-0.015766
19/07/2023;-0.017708
20/07/2023;-0.019995
21/07/2023;-0.011935
22/07/2023;0.004098
23/07/2023;-0.000642
24/07/2023;-0.011288
25/07/2023;-0.023801
26/07/2023;-0.04626
27/07/2023;-0.04687
28/07/2023;-0.040531
29/07/2023;-0.051068
30/07/2023;-0.034527
31/07/2023;-0.040726
01/08/2023;-0.055997
02/08/2023;-0.082383
03/08/2023;-0.087173
04/08/2023;-0.088385
05/08/2023;-0.072674
06/08/2023;-0.057531
07/08/2023;-0.049367
08/08/2023;-0.065804
09/08/2023;-0.069342
10/08/2023;-0.065365
11/08/2023;-0.064599
12/08/2023;-0.082209
13/08/2023;-0.081988
14/08/2023;-0.080833
15/08/2023;-0.087365
16/08/2023;-0.095015
17/08/2023;-0.093026
18/08/2023;-0.088918
19/08/2023;-0.069067
20/08/2023;-0.054865
21/08/2023;-0.043761
22/08/2023;-0.036162
23/08/2023;-0.017278
24/08/2023;-0.019903
25/08/2023;-0.018533
26/08/2023;-0.007079
27/08/2023;-0.013617
28/08/2023;-0.00995
29/08/2023;-0.006533
30/08/2023;-0.005653
31/08/2023;0.004765
01/09/2023;0.019337
02/09/2023;0.015948
03/09/2023;0.005657
04/09/2023;-0.007818
05/09/2023;-0.014248
06/09/2023;-0.028157
07/09/2023;-0.037267
08/09/2023;-0.022591
09/09/2023;-0.007144
10/09/2023;0.007614
11/09/2023;0.003395
12/09/2023;0.004717
13/09/2023;0.003205
14/09/2023;0.005394
15/09/2023;0.018078
16/09/2023;-0.001537
17/09/2023;-0.018597
18/09/2023;-0.021264
19/09/2023;-0.030876
20/09/2023;-0.030901
21/09/2023;-0.027625
22/09/2023;-0.023939
23/09/2023;-0.019578
24/09/2023;-0.026753
25/09/2023;-0.043514
26/09/2023;-0.050255
27/09/2023;-0.058582
28/09/2023;-0.078079
29/09/2023;-0.099157
30/09/2023;-0.127393
01/10/2023;-0.124734
02/10/2023;-0.139078
03/10/2023;-0.149512
04/10/2023;-0.11137
05/10/2023;-0.095482
06/10/2023;-0.098283
07/10/2023;-0.088814
08/10/2023;-0.065643
09/10/2023;-0.078844
10/10/2023;-0.107156
11/10/2023;-0.084306
12/10/2023;-0.073367
13/10/2023;-0.07466
14/10/2023;-0.072868
15/10/2023;-0.083579
16/10/2023;-0.084509
17/10/2023;-0.077794
18/10/2023;-0.055763
19/10/2023;-0.048402
20/10/2023;-0.046086
21/10/2023;-0.047939
22/10/2023;-0.042644
23/10/2023;-0.038725
24/10/2023;-0.028223
25/10/2023;-0.03717
26/10/2023;-0.028144
27/10/2023;-0.020017
28/10/2023;-0.009804
29/10/2023;-0.000273
30/10/2023;0.018992
31/10/2023;0.012689
01/11/2023;0.011812
02/11/2023;0.024404
03/11/2023;0.034809
04/11/2023;0.04379
05/11/2023;0.059188
06/11/2023;0.058914
07/11/2023;0.04998
08/11/2023;0.039781
09/11/2023;0.033625
10/11/2023;0.024205
11/11/2023;-0.006306
12/11/2023;0.004314
13/11/2023;-0.006413
14/11/2023;0.016486
15/11/2023;0.022674
16/11/2023;0.02731
17/11/2023;0.021054
18/11/2023;0.024526
19/11/2023;0.046181
20/11/2023;0.043915
21/11/2023;0.018567
22/11/2023;0.034272
23/11/2023;0.045802
24/11/2023;0.048459
25/11/2023;0.044492
26/11/2023;0.071115
27/11/2023;0.087068
28/11/2023;0.09521
29/11/2023;0.095116
30/11/2023;0.092736
01/12/2023;0.112258
02/12/2023;0.118561
03/12/2023;0.122781
04/12/2023;0.128847
05/12/2023;0.113589
06/12/2023;0.117052
07/12/2023;0.10664
08/12/2023;0.097541
09/12/2023;0.072112
10/12/2023;0.087481
11/12/2023;0.1017
12/12/2023;0.098541
13/12/2023;0.098781
14/12/2023;0.106114
15/12/2023;0.126739
16/12/2023;0.119167
17/12/2023;0.126679
18/12/2023;0.120076
19/12/2023;0.104779
20/12/2023;0.08592
21/12/2023;0.097019
22/12/2023;0.114109
23/12/2023;0.110835
24/12/2023;0.089034
25/12/2023;0.112574
26/12/2023;0.124809
27/12/2023;0.118314
28/12/2023;0.120841
29/12/2023;0.121654
30/12/2023;0.107023
31/12/2023;0.119888
01/01/2024;0.148615
02/01/2024;0.146116
03/01/2024;0.148148
04/01/2024;0.123329
05/01/2024;0.121729
06/01/2024;0.133353
07/01/2024;0.121013
08/01/2024;0.123935
09/01/2024;0.096993
10/01/2024;0.081415
11/01/2024;0.07868
12/01/2024;0.059067
13/01/2024;0.033096
14/01/2024;0.037723
15/01/2024;0.021081
16/01/2024;0.017685
17/01/2024;0.004895
18/01/2024;0.012118
19/01/2024;0.026113
20/01/2024;0.023801
21/01/2024;0.03773
22/01/2024;0.037075
23/01/2024;0.030837
24/01/2024;0.039616
25/01/2024;0.049237
26/01/2024;0.074523
27/01/2024;0.073646
28/01/2024;0.070796
29/01/2024;0.064287
30/01/2024;0.04181
31/01/2024;0.049208
01/02/2024;0.065099
02/02/2024;0.091574
03/02/2024;0.116
04/02/2024;0.117518
05/02/2024;0.141683
06/02/2024;0.156547
07/02/2024;0.162161
08/02/2024;0.157164
09/02/2024;0.154029
10/02/2024;0.15698
11/02/2024;0.166534
12/02/2024;0.172153
13/02/2024;0.16677
14/02/2024;0.170662
15/02/2024;0.16773
16/02/2024;0.159508
17/02/2024;0.168017
18/02/2024;0.180865
19/02/2024;0.182826
20/02/2024;0.176401
21/02/2024;0.180598
22/02/2024;0.174384
23/02/2024;0.145721
24/02/2024;0.121694
25/02/2024;0.140099
26/02/2024;0.125886
27/02/2024;0.156681
28/02/2024;0.156117
29/02/2024;0.170208
01/03/2024;0.163817
02/03/2024;0.146373
03/03/2024;0.139044
04/03/2024;0.143265
05/03/2024;0.143321
06/03/2024;0.14679
07/03/2024;0.146472
08/03/2024;0.14921
09/03/2024;0.146254
10/03/2024;0.150322
11/03/2024;0.158456
12/03/2024;0.16104
13/03/2024;0.176296
14/03/2024;0.185199
15/03/2024;0.190648
16/03/2024;0.179057
17/03/2024;0.194176
18/03/2024;0.171902
19/03/2024;0.165501
20/03/2024;0.17059
21/03/2024;0.165534
22/03/2024;0.159657
23/03/2024;0.138903
24/03/2024;0.144074
25/03/2024;0.145636
26/03/2024;0.151981
27/03/2024;0.144923
28/03/2024;0.12827
29/03/2024;0.112617
30/03/2024;0.130871
31/03/2024;0.116706
01/04/2024;0.141765
02/04/2024;0.166706
03/04/2024;0.157499
04/04/2024;0.144
05/04/2024;0.15001
06/04/2024;0.167101
07/04/2024;0.157283
08/04/2024;0.149965
09/04/2024;0.153688
10/04/2024;0.13729
11/04/2024;0.120703
12/04/2024;0.119279
13/04/2024;0.113288
14/04/2024;0.11216
15/04/2024;0.115368
16/04/2024;0.123625
17/04/2024;0.118934
18/04/2024;0.107684
19/04/2024;0.077093
20/04/2024;0.076836
21/04/2024;0.102028
22/04/2024;0.101903
23/04/2024;0.107396
24/04/2024;0.075955
25/04/2024;0.051433
26/04/2024;0.056948
27/04/2024;0.078563
28/04/2024;0.067333
29/04/2024;0.06455
30/04/2024;0.053308
01/05/2024;0.045359
02/05/2024;0.029982
03/05/2024;0.017521
04/05/2024;0.048788
05/05/2024;0.04263
06/05/2024;0.038321
07/05/2024;0.051799
08/05/2024;0.053948
09/05/2024;0.042183
10/05/2024;0.034512
11/05/2024;0.043076
12/05/2024;0.0524
13/05/2024;0.036518
14/05/2024;0.050475
15/05/2024;0.044995
16/05/2024;0.046733
17/05/2024;0.060098
18/05/2024;0.047132
19/05/2024;0.047152
20/05/2024;0.060335
21/05/2024;0.068651
22/05/2024;0.065596
23/05/2024;0.088901
24/05/2024;0.089477
25/05/2024;0.07695
26/05/2024;0.072204
27/05/2024;0.075905
28/05/2024;0.064406
29/05/2024;0.057823
30/05/2024;0.064822
31/05/2024;0.055372
01/06/2024;0.064704
02/06/2024;0.09001
03/06/2024;0.081707
04/06/2024;0.059389
05/06/2024;0.070446
06/06/2024;0.078751
07/06/2024;0.081168
08/06/2024;0.08249
09/06/2024;0.107529
10/06/2024;0.120094
11/06/2024;0.131239
12/06/2024;0.12323
13/06/2024;0.132454
14/06/2024;0.122871
15/06/2024;0.118793
16/06/2024;0.11988
17/06/2024;0.120033
18/06/2024;0.121568
19/06/2024;0.092629
20/06/2024;0.089802
21/06/2024;0.065831
22/06/2024;0.053985
23/06/2024;0.056605
24/06/2024;0.051211
25/06/2024;0.048934
26/06/2024;0.045113
27/06/2024;0.021496
28/06/2024;0.011657
29/06/2024;0.010051
30/06/2024;0.022967
01/07/2024;0.027542
02/07/2024;0.018126
03/07/2024;0.02325
04/07/2024;0.030976
05/07/2024;0.051229
06/07/2024;0.074348
07/07/2024;0.058858
08/07/2024;0.062719
09/07/2024;0.084779
10/07/2024;0.096727
11/07/2024;0.100597
12/07/2024;0.096338
13/07/2024;0.073396
14/07/2024;0.068992
15/07/2024;0.081236
16/07/2024;0.089809
17/07/2024;0.108929
18/07/2024;0.118612
19/07/2024;0.113568
20/07/2024;0.064649
21/07/2024;0.092031
22/07/2024;0.121051
23/07/2024;0.13028
24/07/2024;0.128443
25/07/2024;0.132033
26/07/2024;0.133236
27/07/2024;0.141115
28/07/2024;0.131917
29/07/2024;0.120024
30/07/2024;0.121075
31/07/2024;0.119244
01/08/2024;0.11464
02/08/2024;0.083084
03/08/2024;0.042549
04/08/2024;0.049727
05/08/2024;0.008973
06/08/2024;-0.030998
07/08/2024;-0.041056
08/08/2024;-0.037308
09/08/2024;-0.06058
10/08/2024;-0.062589
11/08/2024;-0.055386
12/08/2024;-0.02928
13/08/2024;-0.004744
14/08/2024;0.006554
15/08/2024;0.014462
16/08/2024;0.026683
17/08/2024;0.045824
18/08/2024;0.064821
19/08/2024;0.060443
20/08/2024;0.074673
21/08/2024;0.051194
22/08/2024;0.034066
23/08/2024;0.035339
24/08/2024;0.03355
25/08/2024;0.052649
26/08/2024;0.056696
27/08/2024;0.076866
28/08/2024;0.078784
29/08/2024;0.085553
30/08/2024;0.102244
31/08/2024;0.09059
01/09/2024;0.099726
02/09/2024;0.094598
03/09/2024;0.097331
04/09/2024;0.107055
05/09/2024;0.110447
06/09/2024;0.070437
07/09/2024;0.052738
08/09/2024;0.072389
09/09/2024;0.069058
10/09/2024;0.066118
11/09/2024;0.052744
12/09/2024;0.050232
13/09/2024;0.057441
14/09/2024;0.06489
15/09/2024;0.096589
16/09/2024;0.07926
17/09/2024;0.083269
18/09/2024;0.088014
19/09/2024;0.087625
20/09/2024;0.100504
21/09/2024;0.094387
22/09/2024;0.095319
23/09/2024;0.103488
24/09/2024;0.0849
25/09/2024;0.085416
26/09/2024;0.098057
27/09/2024;0.081621
28/09/2024;0.096609
29/09/2024;0.11281
